,unix_timestamp,timestamp,dst_addr,dst_port,src_addr,src_port,proto,gid,sid,msg
6375,04/07/2017 14:42, 172.16.0.1, 55210, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6376,04/07/2017 14:42, 172.16.0.1, 55204, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6377,04/07/2017 14:42, 172.16.0.1, 55206, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6378,04/07/2017 14:42, 172.16.0.1, 55212, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6379,04/07/2017 14:42, 172.16.0.1, 55220, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6380,04/07/2017 14:42, 172.16.0.1, 55218, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6381,04/07/2017 14:42, 172.16.0.1, 55216, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6382,04/07/2017 14:42, 172.16.0.1, 55214, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6383,04/07/2017 14:42, 172.16.0.1, 55208, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6384,04/07/2017 14:42, 172.16.0.1, 55210, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6385,04/07/2017 14:42, 172.16.0.1, 55222, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6386,04/07/2017 14:42, 172.16.0.1, 55224, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6387,04/07/2017 14:42, 172.16.0.1, 55226, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6388,04/07/2017 14:43, 172.16.0.1, 55212, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6389,04/07/2017 14:43, 192.168.10.8, 50844, 72.167.239.239, 80, TCP, 119,241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header""",
6390,04/07/2017 14:43, 192.168.10.8, 50843, 72.167.239.239, 80, TCP, 119,241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header""",
6391,04/07/2017 14:43, 172.16.0.1, 55220, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6392,04/07/2017 14:43, 172.16.0.1, 55218, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6393,04/07/2017 14:43, 172.16.0.1, 55216, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6394,04/07/2017 14:43, 172.16.0.1, 55214, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6395,04/07/2017 14:43, 172.16.0.1, 55228, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6396,04/07/2017 14:43, 172.16.0.1, 55222, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6397,04/07/2017 14:43, 172.16.0.1, 55230, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6398,04/07/2017 14:43, 172.16.0.1, 55224, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6399,04/07/2017 14:43, 172.16.0.1, 55226, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6400,04/07/2017 14:43, 172.16.0.1, 55232, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6401,04/07/2017 14:43, 172.16.0.1, 55220, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6402,04/07/2017 14:43, 172.16.0.1, 55234, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6403,04/07/2017 14:43, 172.16.0.1, 55238, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6404,04/07/2017 14:43, 172.16.0.1, 55236, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6405,04/07/2017 14:43, 172.16.0.1, 55228, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6406,04/07/2017 14:43, 172.16.0.1, 55222, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6407,04/07/2017 14:43, 172.16.0.1, 55230, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6408,04/07/2017 14:43, 172.16.0.1, 55226, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6409,04/07/2017 14:43, 172.16.0.1, 55224, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6410,04/07/2017 14:43, 172.16.0.1, 55232, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6411,04/07/2017 14:43, 172.16.0.1, 55240, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6412,04/07/2017 14:43, 172.16.0.1, 55236, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6413,04/07/2017 14:43, 172.16.0.1, 55238, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6414,04/07/2017 14:43, 172.16.0.1, 55234, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6415,04/07/2017 14:43, 172.16.0.1, 55228, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6416,04/07/2017 14:43, 172.16.0.1, 55230, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6417,04/07/2017 14:43, 172.16.0.1, 55242, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6418,04/07/2017 14:43, 172.16.0.1, 55246, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6419,04/07/2017 14:43, 172.16.0.1, 55244, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6420,04/07/2017 14:43, 192.168.10.5, 50154, 104.19.130.57, 80, TCP, 1,3679," ""INDICATOR-OBFUSCATION Multiple Products IFRAME src javascript code execution""",
6421,04/07/2017 14:43, 192.168.10.5, 50154, 104.19.130.57, 80, TCP, 1,3679," ""INDICATOR-OBFUSCATION Multiple Products IFRAME src javascript code execution""",
6422,04/07/2017 14:43, 192.168.10.5, 50154, 104.19.130.57, 80, TCP, 1,3679," ""INDICATOR-OBFUSCATION Multiple Products IFRAME src javascript code execution""",
6423,04/07/2017 14:43, 172.16.0.1, 55232, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6424,04/07/2017 14:43, 192.168.10.5, 50159, 104.19.130.57, 80, TCP, 1,6699," ""FILE-IMAGE Microsoft Windows Media Player Malformed PNG detected iTXt overflow attempt""",
6425,04/07/2017 14:43, 172.16.0.1, 55240, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6426,04/07/2017 14:43, 192.168.10.5, 50157, 104.19.130.57, 80, TCP, 1,6699," ""FILE-IMAGE Microsoft Windows Media Player Malformed PNG detected iTXt overflow attempt""",
6427,04/07/2017 14:43, 172.16.0.1, 55234, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6428,04/07/2017 14:43, 172.16.0.1, 55236, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6429,04/07/2017 14:43, 172.16.0.1, 55238, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6430,04/07/2017 14:43, 172.16.0.1, 55248, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6431,04/07/2017 14:43, 172.16.0.1, 55242, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6432,04/07/2017 14:43, 172.16.0.1, 55250, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6433,04/07/2017 14:43, 172.16.0.1, 55244, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6434,04/07/2017 14:43, 172.16.0.1, 55246, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6435,04/07/2017 14:43, 192.168.10.5, 50193, 74.119.118.74, 80, TCP, 1,13974," ""BROWSER-IE Microsoft Internet Explorer XHTML element memory corruption attempt""",
6436,04/07/2017 14:43, 172.16.0.1, 55252, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6437,04/07/2017 14:43, 192.168.10.5, 50199, 72.167.239.239, 80, TCP, 119,241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header""",
6438,04/07/2017 14:43, 192.168.10.5, 50208, 151.101.21.108, 80, TCP, 1,41379," ""SERVER-OTHER Squid HTTP Vary response header denial of service attempt""",
6439,04/07/2017 14:43, 172.16.0.1, 55240, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6440,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61741, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6441,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61741, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6442,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 50146, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6443,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 50146, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6444,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61976, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6445,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61976, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6446,04/07/2017 14:43, 192.168.10.5, 50201, 72.167.239.239, 80, TCP, 119,241," ""(http_inspect) Content-Transfer-Encoding used as HTTP header""",
6447,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 50146, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6448,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 50146, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6449,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 55232, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6450,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 55232, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6451,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 59165, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6452,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 59165, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6453,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 55232, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6454,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 55232, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6455,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51380, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6456,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51380, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6457,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51482, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6458,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51482, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6459,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 55364, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6460,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 55364, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6461,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51482, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6462,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51482, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6463,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51920, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6464,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51920, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6465,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 52003, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6466,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 52003, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6467,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 52148, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6468,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 52148, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6469,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51203, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6470,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51203, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6471,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63777, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6472,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63777, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6473,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 53670, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6474,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 53670, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6475,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 53074, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6476,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 53074, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6477,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61401, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6478,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61401, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6479,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 60905, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6480,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 60905, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6481,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61401, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6482,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61401, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6483,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63454, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6484,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63454, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6485,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 56581, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6486,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 56581, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6487,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 57634, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6488,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 57634, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6489,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 65028, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6490,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 65028, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6491,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63454, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6492,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63454, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6493,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 53006, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6494,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 53006, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6495,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61741, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6496,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61741, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6497,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64338, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6498,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64338, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6499,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51849, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6500,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51849, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6501,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64411, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6502,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64411, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6503,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 49742, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6504,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 49742, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6505,04/07/2017 14:43, 172.16.0.1, 55254, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6506,04/07/2017 14:43, 172.16.0.1, 55258, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6507,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51796, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6508,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51796, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6509,04/07/2017 14:43, 172.16.0.1, 55256, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6510,04/07/2017 14:43, 172.16.0.1, 55248, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6511,04/07/2017 14:43, 172.16.0.1, 55242, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6512,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64774, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6513,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64774, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6514,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63185, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6515,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63185, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6516,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 49569, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6517,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 49569, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6518,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 60444, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6519,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 60444, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6520,04/07/2017 14:43, 192.168.10.5, 50173, 108.161.188.138, 80, TCP, 119,261," ""(http_inspect) HTTP chunked message body was truncated""",
6521,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 50219, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6522,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 50219, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6523,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 54784, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6524,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 54784, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6525,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64251, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6526,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64251, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6527,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64251, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6528,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64251, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6529,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61919, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6530,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61919, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6531,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61360, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6532,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61360, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6533,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 49843, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6534,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 49843, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6535,04/07/2017 14:43, 172.16.0.1, 55250, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6536,04/07/2017 14:43, 172.16.0.1, 55244, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6537,04/07/2017 14:43, 172.16.0.1, 55246, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6538,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64510, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6539,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64510, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6540,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61430, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6541,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 61430, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6542,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 58117, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6543,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 58117, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6544,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 59453, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6545,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 59453, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6546,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63242, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6547,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 63242, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6548,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 52845, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6549,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 52845, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6550,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64783, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6551,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 64783, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6552,04/07/2017 14:43, 172.16.0.1, 55252, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6553,04/07/2017 14:43, 172.16.0.1, 55260, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6554,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 57374, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6555,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 57374, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6556,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51667, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6557,04/07/2017 14:43, 192.168.10.3, 53, 192.168.10.5, 51667, UDP, 1,27938," ""PROTOCOL-DNS IPv6 host name enumeration""",
6558,04/07/2017 14:43, 172.16.0.1, 55254, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
6559,04/07/2017 14:43, 172.16.0.1, 55258, 192.168.10.50, 21, TCP, 1,13360," ""APP-DETECT FTP 530 Login failed response""",
